id,source_platform,title,source_url,authority_tier,severity_estimated,severity_analysis_label,severity_review_status,severity_review_reason,severity_source,impact_type,reachability,blast_radius,root_cause,attack_path,label,severity_why
geth:ethereum-go-ethereum:PR#26652,geth,"common/prque, eth/downloader: fix timeout resurrection panic",https://github.com/ethereum/go-ethereum/pull/26652,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,race_condition,malformed_input,sync,"A remote attacker can trigger a panic in the downloader, crashing a dominant client (~45-55% share), thereby bringing down >33% of the network."
geth:ethereum-go-ethereum:PR#27945,geth,eth/downloader: fix rare crash when parent header missing in db,https://github.com/ethereum/go-ethereum/pull/27945,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,other,malformed_input,sync,"A remote attacker can trigger a nil-pointer dereference panic in a dominant client, potentially taking down >33% of the network nodes."
geth:ethereum-go-ethereum:PR#28361,geth,trie: use explicit errors in stacktrie (instead of panic),https://github.com/ethereum/go-ethereum/pull/28361,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,improper_state_update,crafted_state,state-trie,A crafted transaction causing a panic in the state trie logic of the dominant client would bring down >33% of the network.
geth:ethereum-go-ethereum:PR#29107,geth,triedb/pathdb: fix panic in recoverable,https://github.com/ethereum/go-ethereum/pull/29107,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,improper_state_update,crafted_state,database,A remote trigger causing a panic in a dominant client (>33% share) allows an attacker to bring down a significant portion of the network with one transaction.
geth:ethereum-go-ethereum:PR#30414,geth,core/vm: remove panic when address is not present,https://github.com/ethereum/go-ethereum/pull/30414,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,incorrect_gas_accounting,malformed_input,evm,A remote transaction triggering a panic in the EVM execution path of a dominant client (>33% market share) would bring down a significant portion of the network.
geth:ethereum-go-ethereum:PR#30430,geth,core/txpool/blobpool: avoid possible zero index panic,https://github.com/ethereum/go-ethereum/pull/30430,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,other,malformed_input,blobs,A remote transaction triggering a panic in a dominant client's txpool can bring down >33% of the network nodes.
geth:ethereum-go-ethereum:PR#33647,geth,core/types: fix panic on invalid signature length,https://github.com/ethereum/go-ethereum/pull/33647,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,missing_input_validation,malformed_input,transactions,"A single malformed transaction can panic the dominant client, crashing >33% of the network."
geth:ethereum-go-ethereum:PR#33968,geth,miner: fix nil statedb panic in applyTransaction pre-amsterdam,https://github.com/ethereum/go-ethereum/pull/33968,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,unhandled_error_or_nil,crafted_state,transactions,"A single crafted transaction causes a panic during state application, which would crash the dominant client (>33% of nodes) upon processing the block."
geth:ethereum-go-ethereum:PR#35140,geth,beacon/engine: ensure nil ExecutionPayloadEnvelope.BlockValue doesn't crash,https://github.com/ethereum/go-ethereum/pull/35140,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,resource_exhaustion,malformed_input,serialization,"A nil pointer dereference during Engine API JSON marshalling can be triggered by a single remote packet, potentially crashing >33% of the network given the client's dominance."
geth:ethereum-go-ethereum:PR#3591,geth,eth/downloader: fix mutex regression causing panics on fail,https://github.com/ethereum/go-ethereum/pull/3591,C_candidate,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,missing_input_validation,peer,sync,"A remote peer can trigger a panic (crash) in a dominant client, potentially bringing down >33% of the network."
geth:ethereum-go-ethereum:PR#3738,geth,"core: reorg logs crashed, add a check for corner cases",https://github.com/ethereum/go-ethereum/pull/3738,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,missing_bounds_check,malicious_block,block-processing,A single malicious block triggering a reorg crash in a client with >33% market share brings down >33% of the network.
geth:ethereum-go-ethereum:PR#954,geth,eth/downloader: fix nil panic caused by wrong variable use,https://github.com/ethereum/go-ethereum/pull/954,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,other,malformed_input,sync,"A remote peer can trigger a panic in a dominant client (>33% share), leading to a widespread network outage."
04f6081f4baf8513,lighthouse,Fix slasher OOM (#9141),https://github.com/sigp/lighthouse/commit/c028bac28d8e706c5a7d1492be2ce6e5fbd90ad6,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,missing_input_validation,malicious_attestation,beacon-chain:attestation,"A single malicious attestation crashes a client with ~30-40% market share, bringing down >33% of the network."
06ac04f6fc25dd28,lighthouse,"Remove Result from list encoding, panic instead",https://github.com/sigp/lighthouse/commit/e88686e4f46e301114aba692364a90838a4beba6,C_candidate,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,serialization_bug,malformed_input,serialization,Malformed SSZ input causing a panic in a major client (~30-40% share) can bring down >33% of the network with a single packet.
06be7dc4c1ffb782,lighthouse,Call per_slot_task from a blocking thread (v2) (#3199),https://github.com/sigp/lighthouse/commit/7a64994283ad62db6c893a25db128fe8e27a098d,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,consensus_divergence,malformed_input,fork-choice,"A runtime panic in the per-slot task would crash all instances of this major client, potentially bringing down >33% of the network."
28ac46bcf09773cf,lighthouse,Race condition fix + Reliability improvements around forks pruning (#1132),https://github.com/sigp/lighthouse/commit/59ead67f76489c0df467f380ed5f6f01ed853db2,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,consensus_divergence,malformed_input,beacon-chain:block-processing,"A race condition in block registration could lead to a panic during block iteration, potentially crashing >33% of the network given the client's market share."
391aaf2d387612fd,lighthouse,Fix race condition in seen caches (#1937),https://github.com/sigp/lighthouse/commit/426b3001e06daacfad3d68e6ba27bb07ef442444,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,race_condition,malicious_attestation,beacon-chain:attestation,A single malicious attestation packet can trigger a race condition causing a crash in a client with >33% market share.
441cd590285ea8e0,lighthouse,Add `safe_sum` and use it in state_processing (#1620),https://github.com/sigp/lighthouse/commit/7aceff4d1372ce30e75a84b07dadbc06cf47d66d,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,integer_overflow_underflow,crafted_state,beacon-chain:slashing,"An integer overflow in consensus state processing for slashings can cause a major client (30-40%) to panic or diverge, leading to a chain split or network DOS."
515c294fa3befb46,lighthouse,From panic to crit (#1726),https://github.com/sigp/lighthouse/commit/113758a4f573ca8d9ae6d28b4c58fcf1592d5de7,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,resource_exhaustion,crafted_state,p2p-interface,"A remote peer could send crafted sync responses to trigger a panic in a client with 30-40% market share, potentially bringing down >33% of the network."
62e8f286767d785e,lighthouse,Reset payload statuses when resuming fork choice (#3498),https://github.com/sigp/lighthouse/commit/8609cced0e4fe5c83a7485b3e7d11bbaaff975ae,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,consensus_divergence,malicious_block,fork-choice,A consensus divergence in fork-choice for a client with 30-40% share can result in a chain split affecting >33% of the network via a single malicious block.
6d9fbd6b0a3f9fd4,lighthouse,Tracing cleanup (#7168),https://github.com/sigp/lighthouse/commit/4839ed620fa952959a93da6eb54f06c2c0805136,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,resource_exhaustion,malicious_p2p_message,p2p-interface,A single malicious P2P packet triggering a panic or resource exhaustion can crash nodes of a major client representing >33% of the network.
6e000de29c273ad5,lighthouse,Add flag to disable lock timeouts (#2714),https://github.com/sigp/lighthouse/commit/d2e3d4c6f1c75d9d4a014f5470dfb917933e7d70,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,resource_exhaustion,malformed_input,p2p-interface,A single remote packet causing a lock timeout/crash in a client with ~30-40% market share can bring down >33% of the network.
6fad56ffd2f16be8,lighthouse,Fix data columns not persisting for PeerDAS due to a `getBlobs` race condition (#6756),https://github.com/sigp/lighthouse/commit/dd7591f7123dfe072631c0deb0abc1b78cc82733,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,integer_overflow_underflow,crafted_state,data-availability-sampling,"A race condition in PeerDAS data persistence could allow a remote attacker to prevent the client (~30-40% market share) from importing blocks, potentially bringing down >33% of the network."
92b4e4c954468852,lighthouse,Fix panic in ssz decode,https://github.com/sigp/lighthouse/commit/561167fa1ef85a34d34c8026c8ba88411431507b,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,serialization_bug,malformed_input,beacon-chain:block-processing,"A malformed SSZ packet can trigger a panic in a major consensus client, crashing ~30-40% of the network."
aed8c4e25070865f,lighthouse,Fix minor vec access panic opportunity,https://github.com/sigp/lighthouse/commit/15220ae56587bf925154d1ed47f02e6124f4a081,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,improper_state_update,crafted_state,beacon-chain:block-processing,A crafted block causing a panic in a major consensus client (~30-40% share) would bring down >33% of the network via a single network message.
d985fecc6f7d7397,lighthouse,[Merge] Optimistic EL verification (#2683),https://github.com/sigp/lighthouse/commit/67a6f91df6b4b6f077f8dfbf44d40a98d6bfa076,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,missing_input_validation,malformed_input,beacon-chain:block-processing,"Bypassing execution payload verification in a major consensus client allows it to accept invalid blocks, leading to a chain split affecting >33% of the network."
lighthouse:networking:PR#1009,lighthouse,Use checked arithmetic in types and state proc,https://github.com/sigp/lighthouse/pull/1009,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,integer_overflow_underflow,crafted_state,beacon-chain:slashing,Integer overflows in consensus state processing on a major client (~30-40%) would lead to a chain split affecting >33% of the network.
lighthouse:networking:PR#1241,lighthouse,"beacon_node, consensus: fix possible deadlocks when comparing with itself",https://github.com/sigp/lighthouse/pull/1241,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,consensus_divergence,malformed_input,fork-choice,A deadlock in fork-choice logic for a client with 30-40% market share can bring down >33% of the network.
lighthouse:networking:PR#249,lighthouse,State caching as a first-class citizen,https://github.com/sigp/lighthouse/pull/249,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,race_condition,malicious_attestation,beacon-chain:attestation,"An infinite loop in epoch slot iteration triggered by a remote packet would crash all instances of this client, which represents >33% of the network."
lighthouse:networking:PR#3749,lighthouse,Two Capella bugfixes,https://github.com/sigp/lighthouse/pull/3749,C_candidate,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,missing_input_validation,crafted_state,fork-choice,Incorrect withdrawal calculation during a hard fork transition in a major client causes a consensus divergence (chain split) affecting >33% of the network.
lighthouse:networking:PR#3845,lighthouse,Capella cleanup,https://github.com/sigp/lighthouse/pull/3845,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,missing_input_validation,malicious_p2p_message,beacon-chain:execution-payload,A remote P2P packet causing a panic in a client with ~30-40% market share can bring down >33% of the network.
lighthouse:networking:PR#457,lighthouse,Fix underflow in verify_transfer,https://github.com/sigp/lighthouse/pull/457,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,integer_overflow_underflow,crafted_state,beacon-chain:block-processing,A spec-level balance verification error allows a crafted transaction to cause a chain split affecting a major client (~30-40% of the network).
lighthouse:networking:PR#4652,lighthouse,Tree states to support per-slot state diffs,https://github.com/sigp/lighthouse/pull/4652,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,missing_input_validation,malicious_attestation,light-client,A remote malicious attestation triggering a panic in a client with 30-40% market share could bring down >33% of the network.
lighthouse:networking:PR#4877,lighthouse,Fix for issue 4860 - Added in process_justification_and_finalization,https://github.com/sigp/lighthouse/pull/4877,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,missing_input_validation,malicious_attestation,beacon-chain:attestation,"Incorrect reward calculations during inactivity leaks lead to state divergence across clients, causing a chain split for this major client (>33%)."
lighthouse:networking:PR#4879,lighthouse,Add cache for parallel HTTP requests,https://github.com/sigp/lighthouse/pull/4879,C_candidate,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,resource_exhaustion,malicious_attestation,beacon-chain:attestation,"A remote attacker can use malicious attestations to trigger resource exhaustion, crashing a client that holds >33% of the network share."
lighthouse:networking:PR#5037,lighthouse,Delete temporary mitigation for equivocation via RPC,https://github.com/sigp/lighthouse/pull/5037,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,consensus_divergence,malformed_input,beacon-chain:slashing,"The fix addresses a consensus divergence regarding equivocation handling via RPC, which, given the client's market share, could lead to a chain split affecting >33% of the network."
lighthouse:networking:PR#5057,lighthouse,Tree states release v4.6.111-exp,https://github.com/sigp/lighthouse/pull/5057,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,resource_exhaustion,crafted_state,build-ci,OOM in state tree processing for a client with ~30-40% share can bring down >33% of the network via a single crafted state/packet.
lighthouse:networking:PR#5104,lighthouse,Reduce size of futures in HTTP API to prevent stack overflows,https://github.com/sigp/lighthouse/pull/5104,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,integer_overflow_underflow,crafted_state,fork-choice,"A remote attacker can crash the client via a crafted block, and since this client holds ~30-40% of the network, it meets the threshold for High severity (bringing down >33% of the network)."
lighthouse:networking:PR#5569,lighthouse,Re-process early sampling requests,https://github.com/sigp/lighthouse/pull/5569,C_candidate,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,resource_exhaustion,malicious_p2p_message,data-availability-sampling,A malicious P2P message causing resource exhaustion in a client with >33% market share can bring down that portion of the network.
lighthouse:networking:PR#5764,lighthouse,Fix Electra Fork Choice Tests,https://github.com/sigp/lighthouse/pull/5764,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,missing_input_validation,malicious_attestation,fork-choice,A collision in fork-choice indexing triggered by a malicious attestation in a major client can cause a network-scale split or DoS.
lighthouse:networking:PR#5772,lighthouse,PeerDAS spec tests,https://github.com/sigp/lighthouse/pull/5772,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,integer_overflow_underflow,malicious_attestation,data-availability-sampling,Integer overflow in spec-level PeerDAS logic in a major client can be triggered by a remote message to cause a network-wide crash or split.
lighthouse:networking:PR#60,lighthouse,Fix underflow in shuffle with empty list,https://github.com/sigp/lighthouse/pull/60,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,integer_overflow_underflow,malformed_input,beacon-chain:block-processing,"An integer underflow in spec-level shuffling logic causes a panic/crash during block processing, which would take down this major client (>33% share) with a single malformed block."
lighthouse:networking:PR#6211,lighthouse,Work around UB in LMDB bindings,https://github.com/sigp/lighthouse/pull/6211,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,improper_state_update,crafted_state,fork-choice,A single crafted on-chain transaction triggering the slasher could crash >33% of the network due to this client's significant market share and the resulting memory corruption.
lighthouse:networking:PR#640,lighthouse,RPC Corrections and deadlock fix,https://github.com/sigp/lighthouse/pull/640,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,missing_input_validation,malicious_p2p_message,p2p-interface,A remote p2p message triggering a deadlock in a client with 30-40% market share would bring down >33% of the network.
lighthouse:networking:PR#6940,lighthouse,Fix fetch blobs in all-null case,https://github.com/sigp/lighthouse/pull/6940,C_candidate,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,resource_exhaustion,peer,p2p-interface,"A malformed blob response from the EL could crash or stall a major client (~30-40% share), exceeding the 33% threshold for High severity."
lighthouse:networking:PR#759,lighthouse,Add timeouts to canonical head rwlock,https://github.com/sigp/lighthouse/pull/759,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,missing_input_validation,malformed_input,p2p-interface,"A single remote packet can trigger a deadlock in a client representing >33% of the network, causing a significant liveness failure."
lighthouse:networking:PR#7957,lighthouse,Remove `expect` usage in `kzg_utils`,https://github.com/sigp/lighthouse/pull/7957,C_candidate,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,crypto_misuse,malformed_input,kzg-commitments,A single malformed packet causing a panic in a client with >33% market share can bring down the network liveness.
lighthouse:networking:PR#832,lighthouse,Prevent duplicate gossipsub loops/message amplification,https://github.com/sigp/lighthouse/pull/832,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,missing_input_validation,malicious_attestation,beacon-chain:attestation,"A remote attacker can trigger gossip message amplification causing the node to crash, potentially taking down >33% of the network given the client's market share."
lighthouse:networking:PR#8496,lighthouse,fix(bls): fix is_infinity when aggregating onto empty AggregateSignature,https://github.com/sigp/lighthouse/pull/8496,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,missing_input_validation,crafted_state,bls,Incorrect BLS infinity flag tracking in a major client leads to consensus divergence and a chain split affecting >33% of the network.
lighthouse:networking:PR#9090,lighthouse,Fix O(n²) find_head and stack overflow in filter_block_tree,https://github.com/sigp/lighthouse/pull/9090,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,integer_overflow_underflow,malformed_input,fork-choice,O(n^2) complexity and stack overflow in spec-level fork-choice logic allows a single remote trigger to crash a major client representing >33% of the network.
lighthouse:networking:PR#9141,lighthouse,Fix slasher OOM,https://github.com/sigp/lighthouse/pull/9141,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,missing_input_validation,malicious_attestation,beacon-chain:attestation,"A single malicious attestation can crash a major client (~30-40% share) via OOM, bringing down >33% of the network."
lighthouse:networking:PR#9177,lighthouse,Deprecate some `reorg`-related CLI flags and read from spec,https://github.com/sigp/lighthouse/pull/9177,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,consensus_divergence,malformed_input,fork-choice,"Aligning fork-choice reorg thresholds to spec prevents a potential chain split involving a major client (~30-40% share), which exceeds the 33% threshold for High severity."
lighthouse:networking:PR#9233,lighthouse,Avoid 0x00 block hashes in fcU,https://github.com/sigp/lighthouse/pull/9233,C_candidate,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,consensus_divergence,crafted_state,fork-choice,A consensus divergence in fork-choice logic for a client with 30-40% market share can cause a chain split affecting >33% of the network.
lighthouse:networking:PR#9321,lighthouse,Partial columns cleanup,https://github.com/sigp/lighthouse/pull/9321,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,unhandled_error_or_nil,malicious_attestation,data-availability-sampling,Replacing panics (todo!/expect) in gossip-reachable spec-level code for a client with >33% market share prevents a single-packet network-wide DoS.
lighthouse:networking:PR#974,lighthouse,Protect against OOB offset in variable list SSZ decoding,https://github.com/sigp/lighthouse/pull/974,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,missing_bounds_check,malformed_input,serialization,"A single malformed SSZ packet can crash a major consensus client (~30-40% market share), meeting the threshold for bringing down >33% of the network."
lighthouse:networking:PR#977,lighthouse,Fix Eth1 data underflow,https://github.com/sigp/lighthouse/pull/977,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,integer_overflow_underflow,crafted_state,beacon-chain:block-processing,"An integer underflow during block processing of deposits can be triggered by a crafted block, causing a major client (~30-40%) to crash, potentially bringing down >33% of the network."
lighthouse:sigp-lighthouse:ISSUE#1773,lighthouse,Fork choice timing attack,https://github.com/sigp/lighthouse/issues/1773,B_corroborated,High,tier-uncertain,threshold_unverified,Exact High removed: implementing a shared specification rule does not prove that other clients shared the defect or that >33% of the network was affected.,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,consensus_divergence,malicious_p2p_message,p2p-interface,A spec-level consensus divergence triggered by a P2P message in a client with 30-40% share can lead to a network split or crash exceeding the 33% threshold.
lighthouse:sigp-lighthouse:ISSUE#800,lighthouse,Potential memory exhaustion vector,https://github.com/sigp/lighthouse/issues/800,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,resource_exhaustion,malicious_block,beacon-chain:block-processing,"A single malicious block can trigger OOM in a client with >33% market share, bringing down a significant portion of the network."
lighthouse:sigp-lighthouse:ISSUE#891,lighthouse,Prune forks from the database,https://github.com/sigp/lighthouse/issues/891,B_corroborated,High,tier-uncertain,threshold_unverified,"Exact High removed: the estimator used an unversioned static client-share prior, so >33% affected at the fix date is not evidenced.",llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,resource_exhaustion,malicious_block,database,Disk exhaustion via malicious forks could crash >33% of the network given this client's market share.
