source_platform,label,root_cause,attack_path,severity,authority_tier,title,source_url
lodestar,fork-choice,missing_input_validation,malicious_attestation,Unrated,B_corroborated,DOS protection based on message slot,https://github.com/ChainSafe/lodestar/pull/5394
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,B_corroborated,DOS Resistant,https://github.com/ChainSafe/lodestar/pull/813
lodestar,data-availability-sampling,missing_input_validation,peer,Unrated,B_corroborated,fix: avoid metrics crash on payload envelope publish,https://github.com/ChainSafe/lodestar/pull/9279
lodestar,other,resource_exhaustion,internal_only,Unrated,C_candidate,fix: require node 18.17.0 to fix native fetch memory leak,https://github.com/ChainSafe/lodestar/pull/5873
lodestar,serialization,race_condition,crafted_state,Unrated,B_corroborated,fix: await processFn to prevent buffer pool race condition,https://github.com/ChainSafe/lodestar/pull/8877
lodestar,p2p-interface,missing_input_validation,malicious_p2p_message,Info,B_corroborated,fix: prevent duplicate aggregates passing validation due to race condi,https://github.com/ChainSafe/lodestar/commit/ae3f082e014762f6d44e4e271f8f69755041bc1b
lodestar,fork-choice,missing_input_validation,malicious_attestation,Unrated,B_corroborated,perf: skip equivocation participant set when there are no equivocators,https://github.com/ChainSafe/lodestar/pull/9553
lodestar,data-availability-sampling,missing_input_validation,malicious_p2p_message,Unrated,B_corroborated,chore: do not throw if peers request 0 columns for a root,https://github.com/ChainSafe/lodestar/pull/9544
lodestar,builder,missing_input_validation,malicious_p2p_message,Unrated,B_corroborated,fix: ensure block in forkchoice before validate by_root payload,https://github.com/ChainSafe/lodestar/pull/9479
lodestar,fork-choice,consensus_divergence,malformed_input,Unrated,B_corroborated,feat: force the proposer to reorg late payloads,https://github.com/ChainSafe/lodestar/pull/9431
lodestar,builder,consensus_divergence,malformed_input,Unrated,B_corroborated,fix: include payload_data_availability in shouldExtendPayload,https://github.com/ChainSafe/lodestar/pull/9416
lodestar,beacon-chain:execution-payload,missing_input_validation,malicious_block,Unrated,B_corroborated,fix: validate execution payload bids against parent branch state,https://github.com/ChainSafe/lodestar/pull/9409
lodestar,builder,consensus_divergence,malicious_p2p_message,Unrated,B_corroborated,feat: force the proposer to reorg unavailable blocks,https://github.com/ChainSafe/lodestar/pull/9387
lodestar,fork-choice,missing_input_validation,malicious_attestation,Unrated,B_corroborated,fix: download proposer duties for the next epoch post-fulu,https://github.com/ChainSafe/lodestar/pull/9380
lodestar,p2p-interface,consensus_divergence,malformed_input,Unrated,A_authoritative,chore(deps): bump fastify from 5.8.3 to 5.8.5,https://github.com/ChainSafe/lodestar/pull/9250
lodestar,fork-choice,missing_bounds_check,malicious_p2p_message,Unrated,B_corroborated,fix: add proposer index bounds check before signature verification,https://github.com/ChainSafe/lodestar/pull/9194
lodestar,data-availability-sampling,missing_input_validation,malicious_p2p_message,Unrated,B_corroborated,fix: validate MIN_EPOCHS for blob/data column by range/root requests,https://github.com/ChainSafe/lodestar/pull/9173
lodestar,builder,missing_input_validation,malformed_input,Info,B_corroborated,fix: correct proposer boost logic and getParentNodeIndex for gloas (#9,https://github.com/ChainSafe/lodestar/commit/2740f92909f4c59db0f8666d8cd16ac4e761058d
lodestar,data-availability-sampling,missing_input_validation,malicious_attestation,Unrated,B_corroborated,fix: handle genesis block in gloas fork choice and genesis state init,https://github.com/ChainSafe/lodestar/pull/9149
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,C_candidate,test: remove last benchmark cache-clear hack and skip aggregatedAttest,https://github.com/ChainSafe/lodestar/pull/9147
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,B_corroborated,test: scope clearPerfStateCache to loadState only to fix benchmark fla,https://github.com/ChainSafe/lodestar/pull/9143
lodestar,fork-choice,missing_input_validation,malicious_attestation,Unrated,B_corroborated,test: fix benchmark OOM with deterministic fixture teardown,https://github.com/ChainSafe/lodestar/pull/9140
lodestar,beacon-chain:block-processing,resource_exhaustion,crafted_state,Unrated,B_corroborated,test: revert clone(true) to fix benchmark memory regression,https://github.com/ChainSafe/lodestar/pull/9138
lodestar,validator,missing_input_validation,crafted_state,Unrated,C_candidate,test: fix benchmark memory regression from clone(true),https://github.com/ChainSafe/lodestar/pull/9137
lodestar,beacon-chain:attestation,resource_exhaustion,malicious_attestation,Unrated,B_corroborated,test: fix benchmark CI stability,https://github.com/ChainSafe/lodestar/pull/9132
lodestar,p2p-interface,missing_input_validation,malformed_input,Unrated,A_authoritative,chore(deps): bump fastify from 5.8.1 to 5.8.3,https://github.com/ChainSafe/lodestar/pull/9114
lodestar,p2p-interface,missing_input_validation,malicious_p2p_message,Info,C_candidate,fix: only create QUIC clients for configured address families (#9101),https://github.com/ChainSafe/lodestar/commit/83dedda569d24d268c85539a70a47e6e966575d1
lodestar,light-client,missing_input_validation,malicious_p2p_message,Unrated,B_corroborated,fix(reqresp): clear composed response timeout signals,https://github.com/ChainSafe/lodestar/pull/9029
lodestar,builder,missing_input_validation,malicious_attestation,Unrated,B_corroborated,fix: cache previous epoch payload timeliness committees,https://github.com/ChainSafe/lodestar/pull/8991
lodestar,p2p-interface,unhandled_error_or_nil,malicious_p2p_message,Unrated,C_candidate,fix: single in-flight identify per peer with event-driven fallback,https://github.com/ChainSafe/lodestar/pull/8955
lodestar,builder,missing_input_validation,malicious_p2p_message,Unrated,B_corroborated,fix: bootstrap already-open libp2p connections at PeerManager startup,https://github.com/ChainSafe/lodestar/pull/8948
lodestar,p2p-interface,missing_input_validation,malformed_input,Unrated,A_authoritative,chore(deps-dev): bump ajv from 8.17.1 to 8.18.0,https://github.com/ChainSafe/lodestar/pull/8927
lodestar,bls,missing_input_validation,crafted_state,Unrated,B_corroborated,fix: yield to event loop between block imports during sync,https://github.com/ChainSafe/lodestar/pull/8925
lodestar,beacon-chain:justification-and-finality,missing_input_validation,malicious_p2p_message,High,A_authoritative,feat: eip-8025 optional execution proofs,https://github.com/ChainSafe/lodestar/pull/8918
lodestar,light-client,resource_exhaustion,malicious_p2p_message,Unrated,B_corroborated,fix: return available light client updates instead of throwing on miss,https://github.com/ChainSafe/lodestar/pull/8906
lodestar,p2p-interface,resource_exhaustion,malicious_p2p_message,Unrated,B_corroborated,fix: add backpressure to unfinalized block write queue,https://github.com/ChainSafe/lodestar/pull/8885
lodestar,p2p-interface,missing_input_validation,malicious_p2p_message,Info,C_candidate,fix(api): allow duplicate columns/blobs in publishBlock for multi-BN s,https://github.com/ChainSafe/lodestar/commit/d608259b85e6e7320cecafa8b81a2d418a6fa999
lodestar,light-client,resource_exhaustion,large_input,Info,A_authoritative,chore: upgrade fastify to 5.7.4 (#8842),https://github.com/ChainSafe/lodestar/commit/2b1dac30dd4018d81b8d2d60975189242313cf2a
lodestar,p2p-interface,missing_input_validation,malicious_p2p_message,Info,B_corroborated,fix(network): handle invalid peer public key in onLibp2pPeerConnect (#,https://github.com/ChainSafe/lodestar/commit/1fc7f36d3ee3f3474e443ba2a8179b280fbc1375
lodestar,builder,missing_input_validation,crafted_state,Unrated,C_candidate,fix: revert changes to `getPendingBalanceToWithdraw`,https://github.com/ChainSafe/lodestar/pull/8812
lodestar,data-availability-sampling,missing_input_validation,malicious_p2p_message,Unrated,C_candidate,fix: handle slot 0 correctly in data column sidecar RPC handler,https://github.com/ChainSafe/lodestar/pull/8783
lodestar,other,other,internal_only,Info,B_corroborated,chore: use patched nodejs versions (#8749),https://github.com/ChainSafe/lodestar/commit/7ac2136122a9bbe20b2c068acd55c48652740054
lodestar,other,other,malformed_input,Unrated,B_corroborated,chore: use patched nodejs versions,https://github.com/ChainSafe/lodestar/pull/8749
lodestar,fork-choice,consensus_divergence,crafted_state,Unrated,B_corroborated,fix: don't try to serve states for future slots,https://github.com/ChainSafe/lodestar/pull/8665
lodestar,fork-choice,missing_input_validation,malicious_attestation,Unrated,B_corroborated,chore: improve benchmark,https://github.com/ChainSafe/lodestar/pull/8664
lodestar,p2p-interface,integer_overflow_underflow,malformed_input,Unrated,A_authoritative,chore(deps): bump node-forge from 1.3.1 to 1.3.2 in /docs,https://github.com/ChainSafe/lodestar/pull/8633
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,B_corroborated,fix: resubscribe to beacon subnets on current epoch reorg,https://github.com/ChainSafe/lodestar/pull/8570
lodestar,beacon-chain:sync-committee,missing_input_validation,crafted_state,Unrated,B_corroborated,fix: use previous slot to get sync aggregate for block,https://github.com/ChainSafe/lodestar/pull/8494
lodestar,p2p-interface,consensus_divergence,malformed_input,Unrated,C_candidate,fix: untrusted slot in network processor,https://github.com/ChainSafe/lodestar/pull/8466
lodestar,beacon-chain:block-processing,resource_exhaustion,internal_only,Unrated,B_corroborated,fix: add blocks to all BatchState,https://github.com/ChainSafe/lodestar/pull/8369
lodestar,fork-choice,consensus_divergence,malicious_p2p_message,Unrated,B_corroborated,fix: don't log proposer boost reorg logs during sync,https://github.com/ChainSafe/lodestar/pull/8363
lodestar,kzg-commitments,consensus_divergence,malicious_p2p_message,Unrated,B_corroborated,feat: publish blobs we retrieve from execution engine to gossip,https://github.com/ChainSafe/lodestar/pull/8324
lodestar,p2p-interface,unhandled_error_or_nil,peer,Unrated,B_corroborated,fix: handle NullBlockInput full data columns in UnknownBlockPeerBalanc,https://github.com/ChainSafe/lodestar/pull/8229
lodestar,p2p-interface,missing_input_validation,malformed_input,Unrated,B_corroborated,feat: enable proposer boost reorg by default,https://github.com/ChainSafe/lodestar/pull/8080
lodestar,fork-choice,consensus_divergence,malicious_p2p_message,Unrated,B_corroborated,fix: detect weak head when predicting proposer head,https://github.com/ChainSafe/lodestar/pull/8079
lodestar,data-availability-sampling,missing_input_validation,malicious_p2p_message,Unrated,B_corroborated,fix: validate data_column_sidecar before add to cache,https://github.com/ChainSafe/lodestar/pull/7955
lodestar,fork-transition,missing_input_validation,malformed_input,Unrated,B_corroborated,feat: validate blob schedule on startup,https://github.com/ChainSafe/lodestar/pull/7942
lodestar,validator,missing_input_validation,malicious_block,Unrated,B_corroborated,fix: parent slot of produced block,https://github.com/ChainSafe/lodestar/pull/7927
lodestar,serialization,missing_input_validation,malformed_input,Info,A_authoritative,chore: add `Uint8Array` type check to `bytesToBigInt` (#7920),https://github.com/ChainSafe/lodestar/commit/4b3ae7ab0bd1b06bf80cff9fdb2adf44d450142f
lodestar,fork-choice,consensus_divergence,malicious_p2p_message,Unrated,B_corroborated,fix: fix proposer boost reorg by suppressing fcu call during import,https://github.com/ChainSafe/lodestar/pull/7810
lodestar,other,other,internal_only,Unrated,B_corroborated,chore: fix prompt in launch config to test current file,https://github.com/ChainSafe/lodestar/pull/7791
lodestar,p2p-interface,consensus_divergence,malformed_input,Unrated,B_corroborated,chore: update gnosis `MAX_BLOBS_PER_BLOCK` to match upstream config,https://github.com/ChainSafe/lodestar/pull/7785
lodestar,p2p-interface,consensus_divergence,malicious_p2p_message,Unrated,B_corroborated,fix: increment seq_number on metadata cgc changes,https://github.com/ChainSafe/lodestar/pull/7752
lodestar,p2p-interface,missing_input_validation,malformed_input,Unrated,A_authoritative,chore(deps): bump fastify from 5.2.1 to 5.3.2,https://github.com/ChainSafe/lodestar/pull/7725
lodestar,data-availability-sampling,missing_input_validation,malicious_p2p_message,Unrated,B_corroborated,feat: validate data column sidecars according to spec,https://github.com/ChainSafe/lodestar/pull/7719
lodestar,beacon-chain:block-processing,missing_input_validation,crafted_state,Unrated,B_corroborated,refactor: reorg state-transition metrics,https://github.com/ChainSafe/lodestar/pull/7577
lodestar,beacon-chain:withdrawal,missing_input_validation,crafted_state,Unrated,B_corroborated,fix: reject a consolidation request coming from a validator with BLS w,https://github.com/ChainSafe/lodestar/pull/7568
lodestar,database,unhandled_error_or_nil,internal_only,Unrated,B_corroborated,fix: processState to handle processPastEpoch,https://github.com/ChainSafe/lodestar/pull/7505
lodestar,beacon-chain:attestation,resource_exhaustion,malicious_attestation,Unrated,B_corroborated,fix: model AttesterSlashing without bigint,https://github.com/ChainSafe/lodestar/pull/7502
lodestar,p2p-interface,resource_exhaustion,crafted_state,Unrated,B_corroborated,fix: prune checkpoint states in processSlotsToNearestCheckpoint,https://github.com/ChainSafe/lodestar/pull/7497
lodestar,other,missing_input_validation,peer,Info,A_authoritative,chore(deps): bump undici from 5.28.4 to 5.28.5 (#7384),https://github.com/ChainSafe/lodestar/commit/86ab878709d57db7d0fe659c059c758acaaaf9c8
lodestar,p2p-interface,resource_exhaustion,crafted_state,Unrated,B_corroborated,fix: prune checkpoint states at syncing time,https://github.com/ChainSafe/lodestar/pull/7241
lodestar,validator,missing_input_validation,malformed_input,Unrated,B_corroborated,fix: consistently validate pubkey and throw 404 if not found,https://github.com/ChainSafe/lodestar/pull/7214
lodestar,p2p-interface,race_condition,malformed_input,Unrated,A_authoritative,chore(deps): bump micromatch from 4.0.5 to 4.0.8 in /docs,https://github.com/ChainSafe/lodestar/pull/7117
lodestar,p2p-interface,consensus_divergence,malformed_input,Unrated,A_authoritative,chore(deps): bump find-my-way from 8.1.0 to 8.2.2,https://github.com/ChainSafe/lodestar/pull/7093
lodestar,data-availability-sampling,missing_input_validation,malicious_p2p_message,Unrated,B_corroborated,feat: validate data column sidecars,https://github.com/ChainSafe/lodestar/pull/7073
lodestar,p2p-interface,other,malformed_input,Unrated,A_authoritative,chore(deps): bump axios from 1.6.0 to 1.7.4,https://github.com/ChainSafe/lodestar/pull/7020
lodestar,validator,missing_input_validation,malformed_input,Unrated,C_candidate,fix: sanitize url in http client debug logs and metrics,https://github.com/ChainSafe/lodestar/pull/6974
lodestar,fork-choice,consensus_divergence,malformed_input,Unrated,B_corroborated,feat: add proposer boost reorg related grafana panels,https://github.com/ChainSafe/lodestar/pull/6910
lodestar,p2p-interface,improper_state_update,crafted_state,Unrated,B_corroborated,fix: head state regen in n-historical state,https://github.com/ChainSafe/lodestar/pull/6674
lodestar,fork-choice,missing_input_validation,crafted_state,Unrated,B_corroborated,feat: add proposer boost reorg flag,https://github.com/ChainSafe/lodestar/pull/6652
lodestar,database,improper_state_update,internal_only,Unrated,B_corroborated,fix: no state in cache for finalized checkpoint state,https://github.com/ChainSafe/lodestar/pull/6620
lodestar,fork-choice,missing_input_validation,malicious_attestation,Unrated,B_corroborated,feat: introduce proposer boost reorg to fork choice,https://github.com/ChainSafe/lodestar/pull/6581
lodestar,p2p-interface,other,malformed_input,Unrated,A_authoritative,chore(deps): bump ip from 1.1.8 to 1.1.9,https://github.com/ChainSafe/lodestar/pull/6461
lodestar,validator,missing_input_validation,malformed_input,Unrated,C_candidate,fix: sanitize URL to prevent leaking user credentials in logs,https://github.com/ChainSafe/lodestar/pull/6175
lodestar,other,other,internal_only,Unrated,C_candidate,test: add retry option for segfault,https://github.com/ChainSafe/lodestar/pull/6161
lodestar,p2p-interface,other,malformed_input,Unrated,A_authoritative,chore(deps): bump axios from 1.3.4 to 1.6.0,https://github.com/ChainSafe/lodestar/pull/6104
lodestar,validator,missing_input_validation,crafted_state,Unrated,C_candidate,fix: avoid leaky event handler in waitForCheckpointState,https://github.com/ChainSafe/lodestar/pull/6096
lodestar,beacon-chain:withdrawal,consensus_divergence,malicious_p2p_message,Unrated,C_candidate,fix: fix publishing blsToExecutionChange on post capella forks,https://github.com/ChainSafe/lodestar/pull/6070
lodestar,p2p-interface,consensus_divergence,peer,Unrated,A_authoritative,chore(deps-dev): bump electron from 26.2.2 to 26.2.4,https://github.com/ChainSafe/lodestar/pull/6023
lodestar,p2p-interface,other,malformed_input,Unrated,A_authoritative,chore(deps): bump get-func-name from 2.0.0 to 2.0.2,https://github.com/ChainSafe/lodestar/pull/6006
lodestar,p2p-interface,other,malformed_input,Unrated,A_authoritative,chore(deps-dev): bump electron from 21.4.4 to 22.3.24,https://github.com/ChainSafe/lodestar/pull/5983
lodestar,beacon-chain:withdrawal,race_condition,malformed_input,Unrated,B_corroborated,fix: update engine_getPayloadBodiesByHashV1 params to pass array,https://github.com/ChainSafe/lodestar/pull/5957
lodestar,database,integer_overflow_underflow,malformed_input,Unrated,B_corroborated,test(db): add check for gdu vs du,https://github.com/ChainSafe/lodestar/pull/5788
lodestar,other,other,internal_only,Unrated,C_candidate,chore: fix lint-grafana-dashboard.mjs id assertion,https://github.com/ChainSafe/lodestar/pull/5673
lodestar,validator,missing_input_validation,malformed_input,Unrated,B_corroborated,fix: prevent unhandled rejections in racePromisesWithCutoff,https://github.com/ChainSafe/lodestar/pull/5627
lodestar,beacon-chain:sync-committee,missing_input_validation,malformed_input,Unrated,B_corroborated,feat: more metrics for sync committee message validation,https://github.com/ChainSafe/lodestar/pull/5516
lodestar,beacon-chain:sync-committee,consensus_divergence,malicious_attestation,Unrated,C_candidate,test: update the sim tests to simplify assertion logic,https://github.com/ChainSafe/lodestar/pull/5501
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,B_corroborated,fix(slashing-protection): filter by db bucket when loading pubkeys,https://github.com/ChainSafe/lodestar/pull/5437
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,B_corroborated,fix: use createSingleSignatureSetFromComponents when validate gossip a,https://github.com/ChainSafe/lodestar/pull/5406
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,B_corroborated,Add TOO_MANY_SKIPPED_SLOTS attestation error,https://github.com/ChainSafe/lodestar/pull/5390
lodestar,p2p-interface,missing_input_validation,malicious_p2p_message,Unrated,B_corroborated,feat: move libp2p to network worker thread,https://github.com/ChainSafe/lodestar/pull/5229
lodestar,fork-choice,consensus_divergence,malformed_input,Unrated,B_corroborated,Fix reorg depth count,https://github.com/ChainSafe/lodestar/pull/5160
lodestar,database,other,malformed_input,Unrated,B_corroborated,Add leveldb binding rebuild step to Dockerfile,https://github.com/ChainSafe/lodestar/pull/5015
lodestar,p2p-interface,missing_input_validation,malicious_p2p_message,Unrated,B_corroborated,Set udp to enr,https://github.com/ChainSafe/lodestar/pull/5001
lodestar,beacon-chain:sync-committee,missing_input_validation,crafted_state,Unrated,B_corroborated,Follow spec for processSyncAggregate,https://github.com/ChainSafe/lodestar/pull/4820
lodestar,p2p-interface,other,peer,Unrated,A_authoritative,Bump fastify from 3.15.1 to 3.29.4,https://github.com/ChainSafe/lodestar/pull/4793
lodestar,beacon-chain:execution-payload,other,internal_only,Medium,A_authoritative,Shift nethermind merge-interop CI tests to docker based,https://github.com/ChainSafe/lodestar/pull/4654
lodestar,validator,missing_input_validation,malformed_input,Medium,A_authoritative,validator/test: restore nimbus interop configs,https://github.com/ChainSafe/lodestar/pull/4460
lodestar,validator,missing_input_validation,malformed_input,Unrated,C_candidate,Validate pubkeys args in keymanager API,https://github.com/ChainSafe/lodestar/pull/4442
lodestar,validator,missing_input_validation,crafted_state,Unrated,B_corroborated,unregisterValidator when removing key from API,https://github.com/ChainSafe/lodestar/pull/4438
lodestar,fork-choice,missing_input_validation,malicious_attestation,Unrated,B_corroborated,Replace usage of chai assertion to.be.$value_name,https://github.com/ChainSafe/lodestar/pull/4407
lodestar,beacon-chain:execution-payload,missing_input_validation,crafted_state,Unrated,B_corroborated,Use BeaconChain this in processBlock fns,https://github.com/ChainSafe/lodestar/pull/4377
lodestar,p2p-interface,resource_exhaustion,malformed_input,Unrated,A_authoritative,Bump moment from 2.29.1 to 2.29.4,https://github.com/ChainSafe/lodestar/pull/4249
lodestar,validator,missing_input_validation,malformed_input,Unrated,B_corroborated,Hotfix concurrent validators decrypt OOM issue,https://github.com/ChainSafe/lodestar/pull/4174
lodestar,p2p-interface,missing_input_validation,malicious_p2p_message,Unrated,B_corroborated,Validate gossip message size,https://github.com/ChainSafe/lodestar/pull/4169
lodestar,fork-choice,consensus_divergence,malformed_input,Unrated,B_corroborated,Add reorg and parent distance metrics,https://github.com/ChainSafe/lodestar/pull/4123
lodestar,validator,missing_input_validation,malformed_input,Unrated,C_candidate,Fix HttpClient event handler leak,https://github.com/ChainSafe/lodestar/pull/4107
lodestar,beacon-chain:slashing,missing_input_validation,malformed_input,Unrated,B_corroborated,Deprecate accounts CLI,https://github.com/ChainSafe/lodestar/pull/4104
lodestar,p2p-interface,other,malformed_input,Unrated,A_authoritative,Bump eventsource from 1.1.0 to 2.0.2,https://github.com/ChainSafe/lodestar/pull/4065
lodestar,fork-choice,consensus_divergence,malformed_input,Unrated,B_corroborated,More logs when forkchoice reorg,https://github.com/ChainSafe/lodestar/pull/4059
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,C_candidate,Clarify #3977 with unbounded uint issue,https://github.com/ChainSafe/lodestar/pull/4018
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,B_corroborated,Reorg uint variables,https://github.com/ChainSafe/lodestar/pull/3977
lodestar,fork-choice,missing_input_validation,malicious_p2p_message,Medium,A_authoritative,Mev/Builder api integration,https://github.com/ChainSafe/lodestar/pull/3969
lodestar,beacon-chain:deposit,resource_exhaustion,malformed_input,Medium,A_authoritative,Enable using an engine endpoint for eth1 deposit/merge tracker,https://github.com/ChainSafe/lodestar/pull/3949
lodestar,p2p-interface,missing_input_validation,malformed_input,Medium,A_authoritative,Ethereumjs script integration for kiln testnet,https://github.com/ChainSafe/lodestar/pull/3850
lodestar,other,other,internal_only,Medium,A_authoritative,Configuring nethermind with jwtAuth in CI,https://github.com/ChainSafe/lodestar/pull/3827
lodestar,beacon-chain:execution-payload,consensus_divergence,crafted_state,High,A_authoritative,rename random to prevRandao as per the kiln v2 specs,https://github.com/ChainSafe/lodestar/pull/3787
lodestar,fork-choice,missing_input_validation,malformed_input,Medium,A_authoritative,Implement Kiln spec (v1) execution apis 1.0.0-alpha.6,https://github.com/ChainSafe/lodestar/pull/3736
lodestar,beacon-chain:deposit,missing_input_validation,malformed_input,Unrated,B_corroborated,"Check, validate and skip if we got any deposit events already present ",https://github.com/ChainSafe/lodestar/pull/3716
lodestar,beacon-chain:deposit,missing_input_validation,malformed_input,Unrated,C_candidate,Filter out files that has data_store in name when resolving keystore p,https://github.com/ChainSafe/lodestar/pull/3634
lodestar,validator,missing_input_validation,malformed_input,Medium,A_authoritative,BN<>VC interop: Export the active preset to fill missing preset for sp,https://github.com/ChainSafe/lodestar/pull/3574
lodestar,p2p-interface,unhandled_error_or_nil,large_input,Unrated,B_corroborated,Remove unbounded set seenPeers,https://github.com/ChainSafe/lodestar/pull/3565
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,B_corroborated,Use attestation head state to validate attestations,https://github.com/ChainSafe/lodestar/pull/3532
lodestar,validator,missing_input_validation,malformed_input,Unrated,C_candidate,Reduce max old space size to 4096,https://github.com/ChainSafe/lodestar/pull/3516
lodestar,other,other,internal_only,Medium,A_authoritative,"sim-merge: activate geth, commit ids as workflow env vars, simple txs ",https://github.com/ChainSafe/lodestar/pull/3460
lodestar,other,other,other,Medium,A_authoritative,Nethermind kintsugi interop  :tea:,https://github.com/ChainSafe/lodestar/pull/3436
lodestar,fork-choice,missing_input_validation,malicious_attestation,High,A_authoritative,Implement Kintsugi specs :tea: (the Merge November sprint PR),https://github.com/ChainSafe/lodestar/pull/3418
lodestar,validator,missing_input_validation,malformed_input,Medium,A_authoritative,fill the fields locally that might not be available in the interop spe,https://github.com/ChainSafe/lodestar/pull/3379
lodestar,validator,missing_input_validation,malformed_input,Medium,A_authoritative,publish block fix for validator interoperability with lighthouse beaco,https://github.com/ChainSafe/lodestar/pull/3376
lodestar,beacon-chain:withdrawal,missing_input_validation,malformed_input,Unrated,C_candidate,fix: change eth1 withdrawal prefix from 0 to 1,https://github.com/ChainSafe/lodestar/pull/3371
lodestar,p2p-interface,other,malformed_input,Unrated,A_authoritative,Bump keypair from 1.0.3 to 1.0.4,https://github.com/ChainSafe/lodestar/pull/3352
lodestar,other,other,internal_only,Medium,A_authoritative,Add dockerized geth setup for amphora,https://github.com/ChainSafe/lodestar/pull/3317
lodestar,beacon-chain:block-processing,improper_state_update,malicious_block,Unrated,B_corroborated,Fix notifyConsensusValidated,https://github.com/ChainSafe/lodestar/pull/3308
lodestar,fork-transition,other,internal_only,Medium,A_authoritative,Add merge block tracker logs,https://github.com/ChainSafe/lodestar/pull/3303
lodestar,fork-transition,other,internal_only,Medium,A_authoritative,Fix terminal POW block interval,https://github.com/ChainSafe/lodestar/pull/3302
lodestar,validator,missing_input_validation,malformed_input,Medium,A_authoritative,Assert correct head in merge interop tests,https://github.com/ChainSafe/lodestar/pull/3298
lodestar,beacon-chain:execution-payload,integer_overflow_underflow,malformed_input,Medium,A_authoritative,PayloadId as string,https://github.com/ChainSafe/lodestar/pull/3292
lodestar,beacon-chain:execution-payload,missing_input_validation,crafted_state,High,A_authoritative,Run sim single node test with Geth catalyst to finality,https://github.com/ChainSafe/lodestar/pull/3287
lodestar,fork-transition,other,internal_only,Medium,A_authoritative,Run geth merge interop in CI and query it,https://github.com/ChainSafe/lodestar/pull/3279
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,B_corroborated,Handle attester duties reorg,https://github.com/ChainSafe/lodestar/pull/3242
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,B_corroborated,Validator: validate genesisValidatorsRoot,https://github.com/ChainSafe/lodestar/pull/3219
lodestar,validator,missing_input_validation,crafted_state,Unrated,B_corroborated,Reduce SYNC_TOLERANCE_EPOCHS to 1,https://github.com/ChainSafe/lodestar/pull/3169
lodestar,other,resource_exhaustion,internal_only,Unrated,C_candidate,Add debug routes to drop state,https://github.com/ChainSafe/lodestar/pull/3131
lodestar,beacon-chain:exit-consolidation,missing_input_validation,crafted_state,Unrated,C_candidate,Use clock state to validate voluntaryExits,https://github.com/ChainSafe/lodestar/pull/3097
lodestar,p2p-interface,resource_exhaustion,malformed_input,Unrated,A_authoritative,Bump glob-parent from 5.1.1 to 5.1.2,https://github.com/ChainSafe/lodestar/pull/3047
lodestar,beacon-chain:effective-balance-updates,consensus_divergence,crafted_state,Unrated,B_corroborated,Guard against unsafe numbers,https://github.com/ChainSafe/lodestar/pull/3045
lodestar,beacon-chain:sync-committee,missing_input_validation,malicious_attestation,Unrated,B_corroborated,Apply perf OOM issue fix to epoch benchmarks,https://github.com/ChainSafe/lodestar/pull/3026
lodestar,beacon-chain:registry-updates,missing_input_validation,crafted_state,Unrated,B_corroborated,Fix OOM issue in processRegistryUpdates,https://github.com/ChainSafe/lodestar/pull/3025
lodestar,light-client,resource_exhaustion,crafted_state,Unrated,B_corroborated,Limit # of gindices allowed in proofs,https://github.com/ChainSafe/lodestar/pull/2959
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,B_corroborated,Validate attestation source target head for inclusion,https://github.com/ChainSafe/lodestar/pull/2910
lodestar,beacon-chain:sync-committee,missing_input_validation,malicious_attestation,Unrated,B_corroborated,Add generic batch BLS verification,https://github.com/ChainSafe/lodestar/pull/2801
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,B_corroborated,Gossip attestation validation review,https://github.com/ChainSafe/lodestar/pull/2760
lodestar,beacon-chain:block-processing,resource_exhaustion,crafted_state,Unrated,B_corroborated,More memory for benchmark workflow,https://github.com/ChainSafe/lodestar/pull/2632
lodestar,beacon-chain:sync-committee,missing_input_validation,crafted_state,Unrated,B_corroborated,Validate SyncCommitteeSignatureSet,https://github.com/ChainSafe/lodestar/pull/2617
lodestar,p2p-interface,other,malformed_input,Medium,A_authoritative,Add Teku devnet coorparoo network,https://github.com/ChainSafe/lodestar/pull/2605
lodestar,p2p-interface,missing_input_validation,internal_only,Unrated,C_candidate,Validate existing ENR in CLI,https://github.com/ChainSafe/lodestar/pull/2552
lodestar,beacon-chain:attestation,missing_input_validation,malicious_attestation,Unrated,C_candidate,Remove getAttesterDuties limit in REST API,https://github.com/ChainSafe/lodestar/pull/2397
